f4u-1c;F4U-1C;140000SL;33000;36.36;3441;1.61;1.48;3;11;country_usa;exp_fighter
f4u-1d;F4U-1D;77000SL;18000;13.35;2320;1.37;1.36;3;6;country_usa;exp_fighter
f4u-4;F4U-4;150000SL;40000;72.36;4352;1.78;1.54;3;11;country_usa;exp_fighter
f4u-4b;F4U-4B;170000SL;46000;108.36;6131;1.92;1.6;4;14;country_usa;exp_fighter
f4u-4b_vmf_214;F4U-4B VMF-214;4880GE;63000;108.27;4533;4.61;1.72;4;14;country_usa;exp_fighter
f4u-7;F4U-7;210000SL;71000;234.36;9514;2.38;1.78;4;15;country_france;exp_fighter
f-5a;F-5A;930000SL;340000;685.67;13566;3.42;2.32;6;28;country_usa;exp_fighter
f-5a_china;F-5A (China);1060000SL;390000;288.36;12398;3.22;2.38;7;29;country_china;exp_fighter
f-5c;F-5C;9270GE;340000;283.77;6698;6.84;2.32;6;28;country_usa;exp_fighter
f-5e;F-5E;930000SL;340000;270.36;12158;3.14;2.32;7;29;country_usa;exp_fighter
f-5e_aidc;F-5E (China);1080000SL;400000;306.36;12638;3.3;2.44;7;29;country_china;exp_fighter
p-51c-10_france;F-6C-10-NA;1300GE;18000;16.26;2195;3.05;1.36;3;8;country_france;exp_fighter
f6f-3;F6F-5;110000SL;26000;21.67;2708;1.51;1.42;3;7;country_usa;exp_fighter
f6f-5_france;F6F-5 (France);77000SL;18000;13.35;2353;1.33;1.36;3;7;country_france;exp_fighter
f6f-5n;F6F-5N;140000SL;33000;36.36;3331;1.62;1.48;3;10;country_usa;exp_fighter
f6f-5n_france;F6F-5N (France);170000SL;46000;108.36;5417;1.98;1.6;3;10;country_france;exp_fighter
f7f1;F7F-1;210000SL;71000;216.36;9986;2.47;1.78;4;16;country_usa;exp_fighter
f7f3;F7F-3;7480GE;82000;148.77;5274;5.11;1.84;4;16;country_usa;exp_fighter
f-80a;F-80A-5;270000SL;95000;144.36;11974;3.16;1.9;5;18;country_usa;exp_fighter
f-80;F-80C-10;370000SL;130000;595.59;13388;3.73;2.02;5;20;country_usa;exp_fighter
f-82e;F-82E;240000SL;82000;252.36;9957;2.44;1.84;4;13;country_usa;exp_fighter
f-84b;F-84B-26;270000SL;95000;270.36;9272;2.6;1.9;5;18;country_usa;exp_assault
f-84f;F-84F;420000SL;150000;414.36;10965;3.08;2.08;5;22;country_usa;exp_assault
f-84f_france;F-84F (France);370000SL;130000;378.36;10726;2.99;2.02;5;22;country_france;exp_assault
f-84f_germany;F-84F (Germany);420000SL;150000;414.36;10965;3.08;2.08;5;22;country_germany;exp_assault
f-84f_israel_iaf;F-84F (Israel);8560GE;150000;202.77;5556;6.16;2.08;5;22;country_israel;exp_assault
f-84f_italy;F-84F (Italy);420000SL;150000;414.36;10965;3.08;2.08;5;22;country_italy;exp_assault
f-84f_iaf;F-84F IAF;8560GE;150000;202.77;5556;6.16;2.08;5;22;country_france;exp_assault
f-84g;F-84G-21-RE;310000SL;110000;306.36;9671;2.84;1.96;5;20;country_usa;exp_assault
f-84g_china;F-84G-21-RE (China);370000SL;130000;324.36;9897;2.93;2.02;5;20;country_china;exp_assault
f-84g_italy;F-84G-21-RE (Italy);370000SL;130000;324.36;9897;2.93;2.02;5;20;country_italy;exp_assault
f-84g_france;F-84G-26-RE (France);310000SL;110000;306.36;9671;2.84;1.96;5;20;country_france;exp_assault
f-84g-31-re_china;F-84G-31-RE (China);8380GE;130000;189.27;4980;5.86;2.02;5;20;country_china;exp_assault
f-86a-5;F-86A-5;370000SL;130000;594.6;12818;3.8;2.02;5;22;country_usa;exp_fighter
f-86f-2;F-86F-2;500000SL;180000;630.37;12656;3.8;2.14;6;24;country_usa;exp_fighter
f-86f-25;F-86F-25;420000SL;150000;198.36;12196;3.8;2.08;5;23;country_usa;exp_fighter
f-86f-30_japan;F-86F-30 (Japan);370000SL;130000;180.36;12196;3.8;2.02;5;23;country_japan;exp_fighter
f-86f-30_china;F-86F-30 (China);310000SL;110000;162.36;11983;3.71;1.96;5;23;country_china;exp_fighter
f-86f-35;F-86F-35;9270GE;340000;243.27;3859;7.6;2.32;5;23;country_usa;exp_fighter
f-86f-40_japan;F-86F-40 (Japan);420000SL;150000;198.36;12081;3.8;2.08;5;24;country_japan;exp_fighter
f-86f-40_china;F-86F-40 (China);420000SL;150000;198.36;12081;3.8;2.08;5;24;country_china;exp_fighter
f-86f-40_japan_blue_impulse;F-86F-40 JASDF (Japan);8560GE;150000;202.77;5418;7.6;2.08;5;24;country_japan;exp_fighter
f-86k_late;F-86K (France);500000SL;180000;630.37;12656;3.8;2.14;6;24;country_france;exp_fighter
f-86k_late_german;F-86K (Germany);740000SL;270000;666.37;12656;3.8;2.26;6;24;country_germany;exp_fighter
f-86k_late_italy;F-86K (Italy);500000SL;180000;630.37;12656;3.8;2.14;6;24;country_italy;exp_fighter
f-89b;F-89B;7540GE;130000;216.27;6376;6.75;2.02;5;18;country_usa;exp_fighter
f-89d;F-89D;3770GE;130000;216.27;6376;6.75;2.02;5;18;country_usa;exp_fighter
f-8e;F-8E;930000SL;340000;270.36;13566;3.42;2.32;7;28;country_usa;exp_fighter
f-8e_fn;F-8E(FN) (France);930000SL;340000;685.67;13566;3.42;2.32;7;28;country_france;exp_fighter
f8f1;F8F-1;180000SL;54000;144.36;7414;2.12;1.66;4;12;country_usa;exp_fighter
f8f1b;F8F-1B;200000SL;63000;216.36;9277;2.39;1.72;4;16;country_usa;exp_fighter
f8f1b_france;F8F-1B (France);240000SL;82000;324.36;10727;2.56;1.84;4;16;country_france;exp_fighter
f8u-2;F8U-2;740000SL;270000;667.06;14780;3.67;2.26;6;27;country_usa;exp_fighter
f9f-2;F9F-2;310000SL;110000;577.05;13007;3.64;1.96;5;21;country_usa;exp_fighter
f9f-5;F9F-5;370000SL;130000;594.77;12818;3.8;2.02;5;22;country_usa;exp_fighter
f9f-8;F9F-8;500000SL;180000;631.57;13429;3.8;2.14;6;22;country_usa;exp_fighter
fairey_3f_mk3b;Fairey IIIF Mk.IIIB;10000SL;7900;1.03;756;0.92;1.12;1;0;country_britain;exp_bomber
firebrand_tf4;Firebrand TF Mk IV;150000SL;40000;49.48;2942;1.43;1.54;3;9;country_britain;exp_assault
b_48_firecrest;Firecrest;55000SL;150000;5.67;1234;1.16;1.3;2;4;country_britain;exp_assault
firefly_mk1;Firefly F Mk I;77000SL;18000;9.8;1462;1.13;1.36;3;7;country_britain;exp_assault
firefly_mk5;Firefly FR Mk V;140000SL;33000;23.16;2071;1.35;1.48;3;8;country_britain;exp_assault
fj_4b;FJ-4B;590000SL;220000;234.36;11916;3.4;2.2;6;23;country_usa;exp_assault
fj_4b_agm_12b;FJ-4B VMF-232;930000SL;340000;270.36;12449;3.6;2.32;6;23;country_usa;exp_assault
bf-109a_1;Flegel's Bf 109 A;250GE;2900;0.27;204;0.5;0.75;1;1;country_germany;exp_fighter
fokker_d21_mod20;Fokker D.XXI (Sweden);700GE;7900;0.68;441;1.21;1.12;2;3;country_sweden;exp_fighter
fokker_d21_serie3_finland;Fokker D.XXI-3 (Sweden);2100SL;4000;0.42;423;0.32;1.0;1;2;country_sweden;exp_fighter
fury_mk1;Fury Mk I;0SL;null;0.0;null;0.13;1.0;1;0;country_britain;exp_fighter
fury_mk2;Fury Mk II;0SL;null;0.0;null;0.13;1.0;1;0;country_britain;exp_fighter
fw-190a-4;Fw 190 A-4;77000SL;18000;16.74;2487;1.3;1.36;3;9;country_germany;exp_fighter
fw-190c;Fw 190 C;4880GE;63000;108.27;4413;4.59;1.72;4;12;country_germany;exp_fighter
fw_200c_1;Fw 200 C-1;22000SL;9200;2.86;1426;0.99;1.18;2;4;country_germany;exp_bomber
fw-189a-1;Fw 189 A-1;400GE;4000;0.3;270;0.77;1.0;1;4;country_germany;exp_bomber
fw-190a-1;Fw 190 A-1;38000SL;11000;5.54;1674;0.99;1.24;2;6;country_germany;exp_fighter
fw-190a-5_cannons;Fw 190 A-5;140000SL;33000;36.36;3441;1.61;1.48;3;11;country_germany;exp_fighter
fw-190a-5_japan;Fw 190 A-5 (Japan);1750GE;40000;81.27;5378;4.7;1.54;3;11;country_japan;exp_fighter
fw-190a-5;Fw 190 A-5/U12;150000SL;40000;72.36;4352;1.78;1.54;3;11;country_germany;exp_fighter
fw_190a_5_u14;Fw 190 A-5/U14;1600GE;33000;15.71;1610;3.29;1.48;3;9;country_germany;exp_fighter
fw-190a-5_u2;Fw 190 A-5/U2;110000SL;26000;26.6;2857;1.47;1.42;3;9;country_germany;exp_fighter
fw-190a-8;Fw 190 A-8;170000SL;46000;126.36;6076;1.95;1.6;4;12;country_germany;exp_fighter
fw-190a-8_usa;Fw 190 A-8 (USA);3850GE;54000;94.77;4645;4.5;1.66;4;12;country_usa;exp_fighter
fw-190d-12;Fw 190 D-12;200000SL;63000;198.36;8551;2.29;1.72;4;12;country_germany;exp_fighter
fw-190d-13;Fw 190 D-13;4880GE;63000;108.27;4413;4.59;1.72;4;12;country_germany;exp_fighter
fw-190d-9;Fw 190 D-9;180000SL;54000;162.36;7414;2.12;1.66;4;12;country_germany;exp_fighter
fw-190d-9_ussr;Fw 190 D-9 (USSR);7420GE;54000;94.77;4645;4.5;1.66;4;12;country_ussr;exp_fighter
fw-190f-8;Fw 190 F-8;180000SL;54000;126.36;4860;1.66;1.66;4;12;country_germany;exp_assault
fiat_g50_seria7as_italy;G.50 AS serie 7;6300SL;5900;0.55;625;0.47;1.06;1;2;country_italy;exp_fighter
fiat_g50_seria7as;G.50 AS serie 7 (Germany);2100SL;4000;0.39;423;0.32;1.0;1;2;country_germany;exp_fighter
fiat_g50_seria2_italy;G.50 serie 2;2100SL;4000;0.39;423;0.32;1.0;1;2;country_italy;exp_fighter
fiat_g50_seria2;G.50 serie 2 (Germany);2100SL;4000;0.39;423;0.32;1.0;1;2;country_germany;exp_fighter
g_55_serie1;G.55 serie 1;150000SL;40000;72.36;4496;1.77;1.54;3;12;country_italy;exp_fighter
g_55_serie1_ss0;G.55 sottoserie 0;140000SL;33000;36.36;3331;1.62;1.48;3;10;country_italy;exp_fighter
g_55s;G.55S;4300GE;54000;94.77;4645;4.5;1.66;4;12;country_italy;exp_fighter
g_56;G.56;240000SL;82000;126.36;10727;2.56;1.84;4;16;country_italy;exp_fighter
fiat_g91_ps;G.91 pre-serie;310000SL;110000;162.36;12542;3.69;1.96;5;22;country_italy;exp_fighter
fiat_g91_r1;G.91 R/1;420000SL;150000;198.36;12196;3.8;2.08;5;23;country_italy;exp_fighter
fiat_g91_r3;G.91 R/3 (Germany);370000SL;130000;180.36;12196;3.8;2.02;5;23;country_germany;exp_fighter
fiat_g91_r4;G.91 R/4;8910GE;220000;216.27;4702;7.6;2.2;5;23;country_italy;exp_fighter
fiat_g91_r4_german;G.91 R/4 (Germany);8910GE;220000;216.27;4702;7.6;2.2;5;23;country_germany;exp_fighter
fiat_g91_y;G.91 Y;590000SL;220000;649.71;13673;3.8;2.2;6;25;country_italy;exp_fighter
fiat_g91_ys;G.91 YS;740000SL;270000;669.12;14665;3.8;2.26;6;26;country_italy;exp_fighter
g4m1;G4M1;10000SL;7900;1.38;1051;0.74;1.12;2;5;country_japan;exp_bomber
g5n1;G5N1;180000SL;54000;180.36;8376;2.7;1.66;4;11;country_japan;exp_bomber
g8n1;G8N1;210000SL;71000;108.36;11566;2.11;1.78;4;15;country_japan;exp_bomber
f3f-2_galer;Galer's F3F-2;250GE;2900;0.27;220;0.51;0.75;1;1;country_usa;exp_fighter
gl_832;GL.832HY;6300SL;5900;0.55;572;0.49;1.06;1;1;country_france;exp_fighter
gladiator_mk1_china;Gladiator Mk I (China);0SL;null;0.0;null;0.13;1.0;1;0;country_china;exp_fighter
gladiator_mk2;Gladiator Mk II;700SL;2900;0.36;201;0.22;1.0;1;1;country_britain;exp_fighter
gladiator_mk2_france;Gladiator Mk IIF;2100SL;4000;0.39;390;0.34;1.0;1;1;country_britain;exp_fighter
gladiator_mk2_silver;Gladiator Mk IIS;2100SL;4000;0.39;390;0.34;1.0;1;1;country_britain;exp_fighter
yak-9m;Golovachev's Yak-9M;1780GE;26000;23.61;2723;3.61;1.42;3;7;country_ussr;exp_fighter
il_28_china;H-5;310000SL;110000;578.92;14664;2.97;1.96;5;21;country_china;exp_bomber
h6k4;H6K4;6300SL;5900;0.55;624;0.62;1.06;1;2;country_japan;exp_bomber
h-75a-1_france;H-75A-1;700SL;2900;0.36;217;0.21;1.0;1;2;country_france;exp_fighter
h-75a-4_france;H-75A-4;2100SL;4000;0.42;473;0.3;1.0;1;4;country_france;exp_fighter
p-40c_china;H-81A-2;850GE;9200;1.59;834;1.65;1.18;2;4;country_china;exp_fighter
h8k2;H8K2;22000SL;9200;2.86;1410;0.83;1.18;2;8;country_japan;exp_bomber
h8k3;H8K3;2300GE;14000;44.37;4364;4.0;1.3;2;9;country_japan;exp_bomber
a5m4_hagiri;Hagiri's A5M4;250GE;2900;0.27;204;0.5;0.75;1;1;country_japan;exp_fighter
halifax_mk3;Halifax B Mk IIIa;55000SL;14000;9.96;2310;1.31;1.3;2;9;country_britain;exp_bomber
hp52_hampden_mk1_late;Hampden Mk I;2100SL;4000;0.42;429;0.43;1.0;1;2;country_britain;exp_bomber
hp52_hampden_tbmk1;Hampden TB Mk I;6300SL;5900;0.55;624;0.62;1.06;1;2;country_britain;exp_bomber
hp52_hampden_tbmk1_ussr_utk1;Hampden TB Mk I (USSR);1370GE;5900;0.42;318;1.24;1.06;1;2;country_ussr;exp_bomber
harrier_gr1;Harrier GR.1;9090GE;270000;270.27;6423;6.26;2.26;6;26;country_britain;exp_assault
harrier_gr3;Harrier GR.3;500000SL;180000;216.36;12235;2.96;2.14;6;26;country_britain;exp_assault
harrier_gr7;Harrier GR.7;1100000SL;410000;468.36;11574;3.13;2.5;8;32;country_britain;exp_assault
intruder_mk_1;Havoc Mk I (Great Britain);400GE;4000;1.23;1236;1.42;1.0;1;3;country_britain;exp_bomber
h-75a-2_finland;Hawk H-75A-2 (Germany);550GE;5900;0.78;849;1.08;1.06;1;5;country_germany;exp_fighter
hawk_iii;Hawk III;250GE;2900;0.27;96;0.46;0.75;1;0;country_china;exp_fighter
he_100d_1;He 100 D-1;6300SL;5900;0.55;625;0.47;1.06;1;2;country_germany;exp_fighter
he-177a-5;He 177 A-5;210000SL;71000;108.36;11566;2.11;1.78;4;15;country_germany;exp_bomber
he_219a_7;He 219 A-7;2980GE;46000;46.91;1990;3.08;1.6;4;10;country_germany;exp_assault
he51a1;He 51 A-1;0SL;null;0.0;null;0.13;1.0;1;0;country_germany;exp_fighter
he51b1;He 51 B-1;0SL;null;0.0;null;0.13;1.0;1;0;country_germany;exp_fighter
he51b_2w;He 51 B-2/H;400GE;4000;0.3;187;0.71;1.0;1;0;country_germany;exp_fighter
he51c1;He 51 C-1;0SL;null;0.0;null;0.13;1.0;1;0;country_germany;exp_fighter
he51c1_late;He 51 C-1/L;700SL;2900;0.36;186;0.23;1.0;1;0;country_germany;exp_fighter
he-111h-16_winter;He 111 H-16;55000SL;14000;9.96;2190;1.42;1.3;2;6;country_germany;exp_bomber
he-111h-2;He 111 H-3;6300SL;5900;0.68;778;0.56;1.06;1;4;country_germany;exp_bomber
he-111h-6;He 111 H-6;38000SL;11000;5.54;1829;1.26;1.24;2;5;country_germany;exp_bomber
he_112a_0;He 112 A-0;2100SL;4000;0.42;423;0.32;1.0;1;2;country_germany;exp_fighter
he_112b_0;He 112 B-0;6300SL;5900;0.68;668;0.44;1.06;1;3;country_germany;exp_fighter
he_112b_1;He 112 B-1/U2;550GE;5900;1.33;1031;1.23;1.06;1;3;country_germany;exp_fighter
he_112b_1_italy;He 112 B-1/U2;550GE;5900;0.42;499;0.97;1.06;1;3;country_italy;exp_fighter
he_112b_2;He 112 B-2/U2;550GE;5900;0.42;335;0.89;1.06;1;3;country_germany;exp_fighter
he_112v_5;He 112 V-5;700SL;2900;0.36;201;0.22;1.0;1;1;country_germany;exp_fighter
he-162a-1;He 162 A-1;270000SL;95000;144.36;10902;2.54;1.9;5;15;country_germany;exp_fighter
he-162a-2;He 162 A-2;270000SL;95000;144.36;10902;2.54;1.9;5;15;country_germany;exp_fighter
hellcat_fmk1;Hellcat Mk II (Great Britain);1300GE;18000;7.35;1161;2.67;1.36;3;7;country_britain;exp_fighter
go229_v3;Ho 229 V3;270000SL;95000;558.53;11974;3.16;1.9;5;18;country_germany;exp_fighter
hornet_mk1;Hornet Mk.I;4880GE;63000;121.77;4871;4.71;1.72;4;15;country_britain;exp_fighter
hornet_mk3;Hornet Mk.III;240000SL;82000;288.36;10208;2.46;1.84;4;15;country_britain;exp_fighter
hs-123a-1;Hs 123 A-1;700SL;2900;0.36;196;0.3;1.0;1;0;country_germany;exp_bomber
hs-123a-1_china;Hs 123 A-1 (China);700SL;2900;0.36;196;0.3;1.0;1;0;country_china;exp_bomber
hs-129b-2;Hs 129 B-2;77000SL;18000;9.8;1428;1.24;1.36;3;5;country_germany;exp_assault
hs-129b-2_romania;Hs 129 B-2 (Romania);1450GE;26000;12.06;1521;3.22;1.42;3;5;country_germany;exp_assault
hs-129b-2_romania_italy;Hs 129 B-2 (Romania);1360GE;18000;7.35;1161;2.8;1.36;3;5;country_italy;exp_assault
hs-129b-3;Hs 129 B-3;38000SL;11000;3.46;1018;0.97;1.24;2;4;country_germany;exp_assault
hudson_mk_v;Hudson Mk V (Great Britain);700GE;7900;1.04;735;1.75;1.12;2;3;country_britain;exp_bomber
hunter_f1;Hunter F.1;500000SL;180000;216.36;12656;3.8;2.14;6;24;country_britain;exp_fighter
hunter_f58_switzerland;Hunter F.58 (Germany);790000SL;480000;667.62;14665;3.8;2.26;6;26;country_germany;exp_fighter
hunter_f6;Hunter F.6;740000SL;270000;667.62;14665;3.8;2.26;6;26;country_britain;exp_fighter
hunter_f9_rhodesia;Hunter FGA.9;8910GE;220000;229.77;5560;7.6;2.2;5;25;country_britain;exp_fighter
hurricane_mk1_late_ep;Hurricane Mk.I/L FAA M;850GE;9200;14.71;2535;2.44;1.18;2;4;country_britain;exp_fighter
hurricane_mk1;Hurricane Mk I/L;22000SL;9200;2.86;1257;0.76;1.18;2;4;country_britain;exp_fighter
hurricane_mk1_late_finland;Hurricane Mk I/L (Sweden);22000SL;9200;2.86;1257;0.76;1.18;2;4;country_sweden;exp_fighter
hurricanemkii_ussr;Hurricane Mk IIB (USSR);700GE;7900;2.6;1580;1.64;1.12;2;6;country_ussr;exp_fighter
hurricanemkii;Hurricane Mk IIB/Trop;10000SL;7900;1.38;919;0.59;1.12;2;4;country_britain;exp_fighter
hurricane_mk4;Hurricane Mk IV;22000SL;9200;1.77;793;0.74;1.18;2;4;country_britain;exp_assault
i-15_1935_moscow;I-15 M-25;0SL;null;0.0;null;0.13;1.0;1;0;country_ussr;exp_fighter
i-15_1935;I-15 M-22;0SL;null;0.0;null;0.13;1.0;1;0;country_ussr;exp_fighter
i-15_1934;I-15 WR;0SL;null;0.0;null;0.13;1.0;1;0;country_ussr;exp_fighter
i-153_m62;I-153 M-62;2100SL;4000;0.42;473;0.3;1.0;1;4;country_ussr;exp_fighter
i-153_m62_china;I-153 M-62 (China);2100SL;4000;0.42;473;0.3;1.0;1;4;country_china;exp_fighter
i-153p;I-153P;950GE;11000;56.21;4805;3.81;1.24;2;5;country_ussr;exp_fighter
i-15bis;I-15bis;700SL;2900;0.36;186;0.23;1.0;1;0;country_ussr;exp_fighter
i-15bis_china;I-15bis (China);0SL;null;0.0;null;0.13;1.0;1;0;country_china;exp_fighter
i-16_chung_28;I-16 Chung 28 (China);700SL;2900;0.36;201;0.22;1.0;1;1;country_china;exp_fighter
i-16_type10;I-16 type 10;2100SL;4000;0.42;453;0.31;1.0;1;3;country_ussr;exp_fighter
i-16_type10_china;I-16 type 10 (China);6300SL;5900;0.68;668;0.44;1.06;1;3;country_china;exp_fighter
i-16_type17_china;I-16 type 17 (China);110000SL;26000;21.67;2708;1.51;1.42;3;7;country_china;exp_fighter
i-16_type18;I-16 type 18;6300SL;5900;0.68;683;0.43;1.06;1;4;country_ussr;exp_fighter
i-16_type24;I-16 type 24;6300SL;5900;0.68;675;0.42;1.06;1;5;country_ussr;exp_fighter
i-16_type27;I-16 type 27;55000SL;14000;9.96;2083;1.15;1.3;2;7;country_ussr;exp_fighter
i-16_type28;I-16 type 28;1350GE;9200;2.15;1207;1.68;1.18;2;7;country_ussr;exp_fighter
i-16_type5;I-16 type 5;700SL;2900;0.36;201;0.22;1.0;1;1;country_ussr;exp_fighter
i-16_type5_1935_china;I-16 type 5 (China);2100SL;4000;0.39;390;0.34;1.0;1;1;country_china;exp_fighter
i_180;I-180S;1000GE;11000;5.82;1745;2.41;1.24;2;6;country_ussr;exp_fighter
i_185_m71_standard;I-185 (M-71);180000SL;54000;144.36;6916;2.15;1.66;4;10;country_ussr;exp_fighter
i_185_m82;I-185 (M-82);110000SL;26000;26.6;2751;1.48;1.42;3;8;country_ussr;exp_fighter
i_225;I-225;240000SL;82000;306.36;9898;2.45;1.84;4;12;country_ussr;exp_fighter
i_29;I-29;550GE;5900;0.42;345;0.85;1.06;1;5;country_ussr;exp_fighter
lagg-i-301;I-301;700GE;7900;0.68;470;1.15;1.12;2;6;country_ussr;exp_fighter
gladiator_j8a_iacobi;Iacobi's J8A;250GE;2900;0.27;96;0.46;0.75;1;0;country_sweden;exp_fighter
iar_81c;IAR-81C;1000GE;11000;2.6;788;1.98;1.24;2;5;country_italy;exp_fighter
il-10;IL-10;180000SL;54000;108.36;4860;1.66;1.66;4;12;country_ussr;exp_assault
il-10_1946;IL-10 (1946);200000SL;63000;144.36;5690;1.8;1.72;4;12;country_ussr;exp_assault
il-10_1946_china;IL-10 (1946) (China);200000SL;63000;144.36;5690;1.8;1.72;4;12;country_china;exp_assault
il_2_1941;IL-2 (1941);22000SL;9200;1.77;793;0.74;1.18;2;4;country_ussr;exp_assault
il-2i;IL-2 (1942);38000SL;11000;3.46;1048;0.84;1.24;2;6;country_ussr;exp_assault
il_2_1942_luftwaffe;IL-2 (1942) (Germany);850GE;9200;1.23;415;1.28;1.18;2;6;country_germany;exp_assault
il_2_m82;IL-2 M-82;1450GE;26000;12.06;1629;3.29;1.42;2;5;country_ussr;exp_assault
il_2_37_1943;IL-2-37;110000SL;26000;14.73;1625;1.4;1.42;3;5;country_ussr;exp_assault
il_28;IL-28;310000SL;110000;578.92;14664;2.97;1.96;5;21;country_ussr;exp_bomber
il_28_german;IL-28 (Germany);420000SL;150000;615.89;15360;3.16;2.08;5;21;country_germany;exp_bomber
il_28sh;IL-28Sh;370000SL;130000;597.43;15030;3.07;2.02;5;21;country_ussr;exp_bomber
il-2m_mstitel;IL-2M "Avenger";1300GE;18000;6.8;788;2.26;1.36;3;7;country_ussr;exp_assault
il_2m_1943;IL-2M (1943);140000SL;33000;20.95;1908;1.43;1.48;3;7;country_ussr;exp_assault
il-2m;IL-2M type 3;140000SL;33000;20.95;1908;1.43;1.48;3;7;country_ussr;exp_assault
il-4;IL-4;38000SL;11000;5.54;1797;1.19;1.24;2;6;country_ussr;exp_bomber
itp_m1;ITP (M-1);1300GE;18000;10.02;1812;2.81;1.36;3;9;country_ussr;exp_fighter
fiat_cr42_j11;J11;2100SL;4000;0.39;390;0.34;1.0;1;1;country_sweden;exp_fighter
j1n1_mod11_early;J1N1;6300SL;5900;0.68;668;0.44;1.06;1;3;country_japan;exp_fighter
mig-15bis_nr23_china;J-2;370000SL;130000;180.36;12196;3.8;2.02;5;23;country_china;exp_fighter
re_2000_j20;J20;10000SL;7900;1.03;911;0.61;1.12;2;3;country_sweden;exp_fighter
saab_j21a_1;J21A-1;110000SL;26000;21.67;2899;1.45;1.42;3;10;country_sweden;exp_fighter
saab_j21a_2;J21A-2;170000SL;46000;108.36;5688;1.98;1.6;4;10;country_sweden;exp_fighter
saab_j21ra;J21RA;310000SL;110000;162.36;12048;2.92;1.96;5;17;country_sweden;exp_fighter
ffvs_j22_a;J22-A;38000SL;11000;5.54;1674;0.99;1.24;2;6;country_sweden;exp_fighter
ffvs_j22_b;J22-B;77000SL;18000;16.74;2408;1.31;1.36;3;8;country_sweden;exp_fighter
p-51d-20-na_j26;J26;180000SL;54000;144.36;6916;2.15;1.66;4;10;country_sweden;exp_fighter
p-51b_7_sweden;J26 David;1300GE;18000;46.91;3970;3.77;1.36;3;8;country_sweden;exp_fighter
saab_j29a;J29A;420000SL;150000;612.69;13576;3.8;2.08;5;20;country_sweden;exp_fighter
saab_j29d;J29D;8910GE;220000;216.27;4702;7.6;2.2;5;23;country_sweden;exp_fighter
saab_j29f;J29F;500000SL;180000;216.36;12656;3.8;2.14;6;24;country_sweden;exp_fighter
j2m2;J2M2;55000SL;14000;9.96;2230;1.11;1.3;2;10;country_japan;exp_fighter
j2m3;J2M3;200000SL;63000;216.36;8678;2.27;1.72;4;14;country_japan;exp_fighter
j2m4_kai;J2M4 Kai;3850GE;54000;121.77;5873;4.9;1.66;4;12;country_japan;exp_fighter
j2m5;J2M5;210000SL;71000;252.36;9362;2.35;1.78;4;14;country_japan;exp_fighter
j2m5_30mm;J2M5;3850GE;54000;94.77;4331;4.5;1.66;4;11;country_japan;exp_fighter
saab_j32b;J32B;740000SL;270000;666.71;13673;3.8;2.26;6;25;country_sweden;exp_fighter
hunter_f50_sweden;J34;590000SL;220000;234.36;12656;3.8;2.2;6;24;country_sweden;exp_fighter
saab_j35a;J35A;9090GE;270000;283.77;7063;7.6;2.26;6;26;country_sweden;exp_fighter
saab_j35d;J35D;930000SL;340000;684.57;13566;3.42;2.32;7;28;country_sweden;exp_fighter
mig-17_china;J-4;420000SL;150000;414.36;12081;3.8;2.08;5;24;country_china;exp_fighter
j5n1;J5N1;170000SL;46000;126.36;6131;1.92;1.6;4;14;country_japan;exp_fighter
mig-19j_6a;J-6A;590000SL;220000;648.5;13673;3.8;2.2;6;25;country_china;exp_fighter
j6b;J6B;0SL;null;0.0;null;0.13;1.0;1;0;country_sweden;exp_fighter
j6k1;J6K1;6090GE;71000;135.27;4864;4.76;1.78;4;15;country_japan;exp_fighter
j_7d;J-7D;9270GE;340000;270.27;5812;6.08;2.32;7;30;country_china;exp_fighter
j_7e;J-7E;930000SL;340000;468.36;11468;3.04;2.32;7;30;country_china;exp_fighter
j_7_mk2;J-7II;740000SL;270000;666.5;13673;3.8;2.26;6;25;country_china;exp_fighter
j7w1;J7W1;240000SL;82000;342.36;10208;2.46;1.84;4;15;country_japan;exp_fighter
gladiator_j8a;J8A;0SL;null;0.0;null;0.13;1.0;1;0;country_sweden;exp_fighter
j_8b;J-8B;1060000SL;390000;468.36;11702;3.12;2.38;7;30;country_china;exp_fighter
j_8f;J-8F;1100000SL;410000;324.36;12362;3.16;2.5;8;32;country_china;exp_fighter
saab_ja37;JA37C;1060000SL;390000;288.36;11702;3.12;2.38;7;30;country_sweden;exp_fighter
saab_ja37d;JA37D;1100000SL;410000;324.36;12362;3.16;2.5;8;32;country_sweden;exp_fighter
jaguar_a;Jaguar A;740000SL;270000;252.36;12132;3.0;2.26;6;28;country_france;exp_assault
jaguar_e;Jaguar E;740000SL;270000;252.36;12132;3.0;2.26;6;28;country_france;exp_assault
jaguar_gr1;Jaguar GR.1;590000SL;220000;234.36;12516;3.05;2.2;6;26;country_britain;exp_assault
jaguar_gr1a;Jaguar GR.1A;930000SL;340000;270.36;12410;3.09;2.32;7;28;country_britain;exp_assault
javelin_fmk9;Javelin F.(A.W.) Mk.9;500000SL;180000;216.36;13429;3.8;2.14;6;22;country_britain;exp_fighter
ju-188a-2;Ju 188 A-2;200000SL;63000;288.36;10278;2.35;1.72;4;13;country_germany;exp_bomber
